label,overlay,recent_avg_roi_pct,recent_avg_sharpe,worst_roi_pct,worst_drawdown_pct,roi_2025,sharpe_2025,drawdown_2025,win_2025,pf_2025,trades_2025
balanced_plus_usdcad_h13,annual6_month4,37.782474,2.392326,-4.153524,-8.421624,20.795709,1.990259,-3.764878,70.588235,2.995040,34
