module,instrument,side,entry_time,exit_time,entry_price,exit_price,pnl_pips,stop_pips,pip_size,partial_fills,units,pnl_dollars,balance_before_entry,usd_notional,entry_year,balance_after_exit,exit_year,balance_before_exit
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-03-28 14:03:00+00:00,2025-03-28 14:38:00+00:00,150.321,150.066,28.199999999999818,30.0,0.01,"[{""time"": ""2025-03-28T14:12:00+00:00"", ""price"": 150.121, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-03-28T14:35:00+00:00"", ""price"": 149.921, ""fraction"": 0.3, ""pips"": 40}, {""time"": ""2025-03-28T14:38:00+00:00"", ""price"": 150.066, ""fraction"": 0.39999999999999997, ""pips"": 25.499999999999545}]",50606.24641126968,94.96943140619794,3483.8382760894556,50606.24641126968,2025,3578.8077074956536,2025,3483.8382760894556
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2025-03-28 14:37:00+00:00,2025-03-28 14:44:00+00:00,194.237,194.537,-30.000000000001137,30.0,0.01,"[{""time"": ""2025-03-28T14:44:00+00:00"", ""price"": 194.537, ""fraction"": 1.0, ""pips"": -30.000000000001137}]",50507.74088401325,-101.03131000659803,3483.8382760894556,65429.49531208169,2025,3477.7763974890554,2025,3578.8077074956536
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-04-28 14:33:00+00:00,2025-04-28 14:51:00+00:00,142.856,142.757,12.929999999999268,30.0,0.01,"[{""time"": ""2025-04-28T14:41:00+00:00"", ""price"": 142.656, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-04-28T14:51:00+00:00"", ""price"": 142.757, ""fraction"": 0.7, ""pips"": 9.899999999998954}]",48029.41360435491,43.468727192213244,3477.7763974890554,48029.41360435491,2025,3521.245124681269,2025,3477.7763974890554
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2025-06-17 13:00:00+00:00,2025-06-17 15:01:00+00:00,1.35469,1.35165,34.11999999999979,25.0,0.0001,"[{""time"": ""2025-06-17T14:23:00+00:00"", ""price"": 1.35219, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2025-06-17T14:42:00+00:00"", ""price"": 1.34969, ""fraction"": 0.3, ""pips"": 50}, {""time"": ""2025-06-17T15:01:00+00:00"", ""price"": 1.35165, ""fraction"": 0.3, ""pips"": 30.399999999999316}]",40846.443446302714,139.368065038784,3521.245124681269,55334.26847227182,2025,3660.613189720053,2025,3521.245124681269
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2025-07-10 13:31:00+00:00,2025-07-10 16:31:00+00:00,1.35514,1.35654,-14.000000000000679,25.0,0.0001,"[{""time"": ""2025-07-10T16:31:00+00:00"", ""price"": 1.35654, ""fraction"": 1.0, ""pips"": -14.000000000000679}]",42463.11300075261,-59.448358201056536,3660.613189720053,57543.46295183989,2025,3601.1648315189964,2025,3660.613189720053
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-07-18 13:57:00+00:00,2025-07-18 16:05:00+00:00,148.296,148.596,-30.000000000001137,30.0,0.01,"[{""time"": ""2025-07-18T16:05:00+00:00"", ""price"": 148.596, ""fraction"": 1.0, ""pips"": -30.000000000001137}]",51623.18401707706,-104.43378011405483,3601.1648315189964,51623.18401707706,2025,3496.7310514049414,2025,3601.1648315189964
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-07-22 13:48:00+00:00,2025-07-22 15:00:00+00:00,146.649,146.483,17.619999999999777,30.0,0.01,"[{""time"": ""2025-07-22T14:48:00+00:00"", ""price"": 146.449, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-07-22T15:00:00+00:00"", ""price"": 146.483, ""fraction"": 0.7, ""pips"": 16.59999999999968}]",49574.29838124465,59.55865442156247,3496.7310514049414,49574.29838124465,2025,3556.289705826504,2025,3496.7310514049414
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2025-07-24 13:52:00+00:00,2025-07-24 14:57:00+00:00,198.459,198.75900000000001,-30.000000000001137,30.0,0.01,"[{""time"": ""2025-07-24T14:57:00+00:00"", ""price"": 198.75900000000001, ""fraction"": 1.0, ""pips"": -30.000000000001137}]",50375.193384853505,-103.13240146897252,3556.289705826504,68243.27447846104,2025,3453.1573043575313,2025,3556.289705826504
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2025-07-25 13:41:00+00:00,2025-07-25 16:41:00+00:00,1.34209,1.34189,1.9999999999997797,25.0,0.0001,"[{""time"": ""2025-07-25T16:41:00+00:00"", ""price"": 1.34189, ""fraction"": 1.0, ""pips"": 1.9999999999997797}]",40056.62473054736,8.011324946108589,3453.1573043575313,53759.5954846203,2025,3461.16862930364,2025,3453.1573043575313
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-08-01 13:07:00+00:00,2025-08-01 13:37:00+00:00,148.341,148.143,19.860000000000525,30.0,0.01,"[{""time"": ""2025-08-01T13:30:00+00:00"", ""price"": 148.14100000000002, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-08-01T13:37:00+00:00"", ""price"": 148.143, ""fraction"": 0.7, ""pips"": 19.80000000000075}]",49639.57284340717,66.44751534537303,3461.16862930364,49639.57284340717,2025,3527.616144649013,2025,3461.16862930364
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2025-08-19 13:14:00+00:00,2025-08-19 16:14:00+00:00,1.34953,1.34899,5.399999999999849,25.0,0.0001,"[{""time"": ""2025-08-19T16:14:00+00:00"", ""price"": 1.34899, ""fraction"": 1.0, ""pips"": 5.399999999999849}]",40920.34727792855,22.096987530080803,3527.616144649013,55223.236261982915,2025,3549.713132179094,2025,3527.616144649013
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2025-08-21 13:42:00+00:00,2025-08-21 15:29:00+00:00,1.34463,1.34309,19.24000000000058,25.0,0.0001,"[{""time"": ""2025-08-21T15:06:00+00:00"", ""price"": 1.34213, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2025-08-21T15:29:00+00:00"", ""price"": 1.34309, ""fraction"": 0.6, ""pips"": 15.400000000000968}]",41176.672333277485,79.22391756922828,3549.713132179094,55367.38891949491,2025,3628.9370497483224,2025,3549.713132179094
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-08-22 15:03:00+00:00,2025-08-22 15:33:00+00:00,146.793,146.73000000000002,10.409999999999172,30.0,0.01,"[{""time"": ""2025-08-22T15:26:00+00:00"", ""price"": 146.59300000000002, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-08-22T15:33:00+00:00"", ""price"": 146.73000000000002, ""fraction"": 0.7, ""pips"": 6.299999999998818}]",51486.687508474984,36.51799353161446,3628.9370497483224,51486.687508474984,2025,3665.455043279937,2025,3628.9370497483224
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-08-26 14:25:00+00:00,2025-08-26 16:46:00+00:00,147.551,147.256,29.7999999999995,30.0,0.01,"[{""time"": ""2025-08-26T15:35:00+00:00"", ""price"": 147.351, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-08-26T16:22:00+00:00"", ""price"": 147.15099999999998, ""fraction"": 0.3, ""pips"": 40}, {""time"": ""2025-08-26T16:46:00+00:00"", ""price"": 147.256, ""fraction"": 0.39999999999999997, ""pips"": 29.49999999999875}]",52286.842592269655,105.5895416134156,3665.455043279937,52286.842592269655,2025,3771.0445848933527,2025,3665.455043279937
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2025-09-24 13:16:00+00:00,2025-09-24 16:16:00+00:00,1.34337,1.34443,-10.600000000000609,25.0,0.0001,"[{""time"": ""2025-09-24T16:16:00+00:00"", ""price"": 1.34443, ""fraction"": 1.0, ""pips"": -10.600000000000609}]",43744.11718476289,-46.36876421585132,3771.0445848933527,58764.534702494915,2025,3724.6758206775016,2025,3771.0445848933527
gbpusd_long_h12-15_rr1.25_imb4_node2_ret20_sig1_sl20_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl240,gbpusd,long,2025-09-26 13:04:00+00:00,2025-09-26 16:14:00+00:00,1.33854,1.3397299999999999,14.329999999998616,20.0,0.0001,"[{""time"": ""2025-09-26T14:52:00+00:00"", ""price"": 1.34054, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-09-26T16:14:00+00:00"", ""price"": 1.3397299999999999, ""fraction"": 0.7, ""pips"": 11.899999999998023}]",54007.799399823765,77.39317653993999,3724.6758206775016,72291.59980864011,2025,3802.0689972174414,2025,3724.675820677501
gbpusd_long_h12-15_rr1.25_imb4_node2_ret20_sig1_sl20_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl240,gbpusd,long,2025-10-10 15:09:00+00:00,2025-10-10 15:09:00+00:00,1.3349,1.3354899999999998,10.129999999999079,20.0,0.0001,"[{""time"": ""2025-10-10T15:09:00+00:00"", ""price"": 1.3369, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-10-10T15:09:00+00:00"", ""price"": 1.3354899999999998, ""fraction"": 0.7, ""pips"": 5.899999999998684}]",55130.000459652896,55.846690465623304,3802.0689972174414,73593.03761359066,2025,3857.915687683065,2025,3802.0689972174414
gbpusd_long_h12-15_rr1.25_imb4_node2_ret20_sig1_sl20_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl240,gbpusd,long,2025-10-22 13:40:00+00:00,2025-10-22 17:40:00+00:00,1.33436,1.33653,21.190000000000033,20.0,0.0001,"[{""time"": ""2025-10-22T15:03:00+00:00"", ""price"": 1.33636, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-10-22T17:40:00+00:00"", ""price"": 1.33653, ""fraction"": 0.7, ""pips"": 21.700000000000053}]",55939.777471404435,118.53638846190618,3857.915687683065,74643.80146674323,2025,3976.4520761449708,2025,3857.915687683065
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-11-14 12:39:00+00:00,2025-11-14 13:01:00+00:00,154.134,153.89000000000001,23.079999999997995,30.0,0.01,"[{""time"": ""2025-11-14T12:57:00+00:00"", ""price"": 153.934, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-11-14T13:01:00+00:00"", ""price"": 153.89000000000001, ""fraction"": 0.7, ""pips"": 24.399999999997135}]",59239.168294689196,88.71729678683735,3976.4520761449708,59239.168294689196,2025,4065.169372931808,2025,3976.4520761449708
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-12-10 14:11:00+00:00,2025-12-10 17:11:00+00:00,156.52,156.361,15.900000000002024,30.0,0.01,"[{""time"": ""2025-12-10T17:11:00+00:00"", ""price"": 156.361, ""fraction"": 1.0, ""pips"": 15.900000000002024}]",61504.73885938807,62.48165326196984,4065.169372931808,61504.73885938807,2025,4127.651026193778,2025,4065.1693729318085
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-12-11 13:31:00+00:00,2025-12-11 15:02:00+00:00,155.431,155.103,31.12000000000012,30.0,0.01,"[{""time"": ""2025-12-11T14:01:00+00:00"", ""price"": 155.23100000000002, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2025-12-11T14:38:00+00:00"", ""price"": 155.031, ""fraction"": 0.3, ""pips"": 40}, {""time"": ""2025-12-11T15:02:00+00:00"", ""price"": 155.103, ""fraction"": 0.39999999999999997, ""pips"": 32.800000000000296}]",62030.31210396658,124.1707499373125,4127.651026193778,62030.31210396658,2025,4251.821776131091,2025,4127.651026193778
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2025-12-22 13:44:00+00:00,2025-12-22 16:44:00+00:00,157.014,156.94,7.400000000001228,30.0,0.01,"[{""time"": ""2025-12-22T16:44:00+00:00"", ""price"": 156.94, ""fraction"": 1.0, ""pips"": 7.400000000001228}]",64546.15522826563,30.414698438596112,4251.821776131091,64546.15522826563,2025,4282.236474569687,2025,4251.821776131091
