start_balance,ending_balance,roi_pct,portfolio_trades,avg_active_weekly_return_pct,median_active_weekly_return_pct,p90_active_weekly_return_pct,calendar_weekly_sharpe_ann,calendar_weekly_sortino_ann,avg_calendar_monthly_return_pct,median_calendar_monthly_return_pct,worst_calendar_monthly_return_pct,positive_calendar_months_pct,geometric_monthly_return_pct,max_drawdown_pct,portfolio_win_rate_pct,portfolio_profit_factor
1500.0,4282.236474569687,185.48243163797912,154,1.002280323164101,1.0604333333333216,4.169682691555621,1.6777693349267488,1.351449318249037,1.8420509851345286,1.037233333333365,-6.353889076666652,56.666666666666664,1.763723618441282,-8.828353426722902,66.88311688311688,2.0316709957421617
