module,instrument,side,trades,win_rate_pct,avg_pnl_pips,total_pnl_dollars,pnl_share_pct
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,86,61.627906976744185,3.885116279069425,880.417515090364,31.644237401730322
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,30,66.66666666666666,8.13533333333347,755.6136282094614,27.158497673219102
gbpusd_long_h12-15_rr1.25_imb4_node2_ret20_sig1_sl20_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl240,gbpusd,long,15,80.0,10.79999999999993,689.9121220505364,24.79703390982398
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,23,78.26086956521739,11.355652173913153,456.29320921932475,16.400231015226595
