instrument,trades,win_rate_pct,total_pnl_dollars,avg_pnl_dollars,avg_pnl_pips,pnl_share_pct
gbpusd,45,71.11111111111111,1445.5257502599977,32.12279445022217,9.023555555555623,51.95553158304308
usdjpy,86,61.627906976744185,880.417515090364,10.237412966167023,3.885116279069425,31.644237401730322
gbpjpy,23,78.26086956521739,456.29320921932475,19.838835183448904,11.355652173913153,16.400231015226595
